DOI,Abstract,Index Keywords,Source title,Year
https://doi.org/10.1080/1600910x.2022.2137546,"Platformized cultural production is in flux. Artificial intelligence is often seen as a key driving force of this shift. This article examines the proliferation of AI-generated media to introduce a new concept to theorize cultural production: hyperproduction. This notion designates the penetration of cultural life with deep generative models. Juxtaposing two empirical use cases–autonomous vehicles and virtual influencers—the article problematises the convergence of simulation and reality through the lens of video game engines. Although those case studies seem to be at odds with each other, they illustrate the mechanisms of new profit models built on rent extraction. Consequently, far from ushering a Matrix-style simulation that cannot be theorized, hyperproduction remains not only grounded in, but also bounded by, reality: the reality of rentier capitalism.",Laughter;Through-the-lens metering,Hyperproduction: a social theory of deep generative models,2022
https://doi.org/10.1103/physrevphyseducres.20.010152,"Instructor’s feedback plays a critical role in students’ development of conceptual understanding and reasoning skills. However, grading student written responses and providing personalized feedback can take a substantial amount of time, especially in large enrollment courses. In this study, we explore using GPT-3.5 to write feedback on students’ written responses to conceptual questions with prompt engineering and few-shot learning techniques. In stage I, we used a small portion (<a:math xmlns:a=""http://www.w3.org/1998/Math/MathML"" display=""inline""><a:mrow><a:mi>n</a:mi><a:mo>=</a:mo><a:mn>2</a:mn><a:mn>0</a:mn></a:mrow></a:math>) of the student responses on one conceptual question to iteratively train GPT to generate feedback. Four of the responses paired with human-written feedback were included in the prompt as examples for GPT. We tasked GPT to generate feedback for another 16 responses and refined the prompt through several iterations. In stage II, we gave four student researchers (one graduate and three undergraduate researchers) the 16 responses as well as two versions of feedback, one written by the authors and the other by GPT. Students were asked to rate the correctness and usefulness of each feedback and to indicate which one was generated by GPT. The results showed that students tended to rate the feedback by human and GPT equally on correctness, but they all rated the feedback by GPT as more useful. Additionally, the success rates of identifying GPT’s feedback were low, ranging from 0.1 to 0.6. In stage III, we tasked GPT to generate feedback for the rest of the students’ responses (<c:math xmlns:c=""http://www.w3.org/1998/Math/MathML"" display=""inline""><c:mrow><c:mi>n</c:mi><c:mo>=</c:mo><c:mn>6</c:mn><c:mn>5</c:mn></c:mrow></c:math>). The feedback messages were rated by four instructors based on the extent of modification needed if they were to give the feedback to students. All four instructors rated approximately 70% (ranging from 68% to 78%) of the feedback statements needing only minor or no modification. This study demonstrated the feasibility of using generative artificial intelligence (AI) as an assistant to generate feedback for student written responses with only a relatively small number of examples in the prompt. An AI assistant can be one of the solutions to substantially reduce time spent on grading student written responses. Published by the American Physical Society 2024",Grading (engineering);Generative model,Exploring generative AI assisted feedback writing for students’ written responses to a physics conceptual question with prompt engineering and few-shot learning,2024
https://doi.org/10.3390/ijgi12070284,"The emergence and rapid advancement of large language models (LLMs), represented by OpenAI’s Generative Pre-trained Transformer (GPT), has brought up new opportunities across various industries and disciplines. These cutting-edge technologies are transforming the way we interact with information, communicate, and solve complex problems. We conducted a pilot study exploring making maps with ChatGPT, a popular artificial intelligence (AI) chatbot. Specifically, we tested designing thematic maps using given or public geospatial data, as well as creating mental maps purely using textual descriptions of geographic space. We conclude that ChatGPT provides a useful alternative solution for mapping given its unique advantages, such as lowering the barrier to producing maps, boosting the efficiency of massive map production, and understanding geographical space with its spatial thinking capability. However, mapping with ChatGPT still has limitations at the current stage, such as its unequal benefits for different users and dependence on user intervention for quality control.",Thematic map;Boosting,Mapping with ChatGPT,2023
https://doi.org/10.1177/20539517231219241,"As artificial intelligence (AI) continues to captivate the collective imagination through the latest generation of generative AI models such as DALL-E and ChatGPT, the dehumanizing and harmful features of the technology industry that have plagued it since its inception only seem to deepen and intensify. Far from a “glitch” or unintentional error, these endemic issues are a function of the interlocking systems of oppression upon which AI is built. Using the analytical framework of “Empire,” this paper demonstrates that we live not simply in the “age of AI” but in the age of AI Empire. Specifically, we show that this networked and distributed global order is rooted in heteropatriarchy, racial capitalism, white supremacy, and coloniality and perpetuates its influence through the mechanisms of extractivism, automation, essentialism, surveillance, and containment. Therefore, we argue that any attempt at reforming AI from within the same interlocking oppressive systems that created it is doomed to failure and, moreover, risks exacerbating existing harm. Instead, to advance justice, we must radically transform not just the technology itself, but our ideas about it, and develop it from the bottom up, from the perspectives of those who stand the most risk of being harmed.",Oppression;Dehumanization;White supremacy,AI Empire: Unraveling the interlocking systems of oppression in generative AI's global order,2023
https://doi.org/10.1080/10641734.2023.2243496,"Artificial intelligence (AI) is significantly reshaping branded content delivery and consumer engagement in the advertising industry. Generative AI, exemplified by ChatGPT, is anticipated to have a substantial impact on all digital advertising domains worldwide. This special issue delves into the exploration of future trends in global digital advertising in the era of generative AI. The research articles within this special issue encompass a diverse array of topics, ranging from consumer responses to AI-generated virtual influencers in the metaverse and livestreaming e-commerce to the influence of anthropomorphic virtual agents, privacy concerns in online behavioral advertising, understanding of AI-driven ethnic affinity targeting, and the role of relational bonds within online gaming communities.",Display advertising;Generative model,Digital Advertising in the Age of Generative AI,2023
https://doi.org/10.1145/3581783.3612704,"Misinformation has been a persistent and harmful phenomenon affecting our society in various ways, including individuals' physical health and economic stability. With the rise of short video platforms and related applications, the spread of multi-modal misinformation, encompassing images, texts, audios, and videos have exacerbated these concerns. The introduction of generative AI models like ChatGPT and Stable Diffusion has further complicated matters, giving rise to Artificial Intelligence Generated Content (AIGC) and presenting new challenges in detecting and mitigating misinformation. Consequently, traditional approaches to misinformation detection and intervention have become inadequate in this evolving landscape. This paper explores the challenges posed by AIGC in the context of misinformation. It examines the issue from psychological and societal perspectives, and explores the subtle manipulation traces found in AIGC at signal, perceptual, semantic, and human levels. By scrutinizing manipulation traces such as signal manipulation, semantic inconsistencies, logical incoherence, and psychological strategies, our objective is to tackle AI-generated misinformation and provide a conceptual design of systematic explainable solution. Ultimately, we aim for this paper to contribute valuable insights into combating misinformation, particularly in the era of AIGC.",Misinformation;Generative model,Combating Misinformation in the Era of Generative AI Models,2023
https://doi.org/10.24191/ajue.v19i4.24697,"Universities are increasingly concerned with the impact of Generative AI, such as Chat GPT, on cheating and other violations of students' academic integrity.However, research is scarce regarding the responses of universities on this issue.In addition, the increase in studies on GenAI invites a systematic review of themes and trends to update researchers who wish to embark on this emerging research area.This paper reviews 37 articles on academic integrity in the Age of Gen AI and presents the approaches of the top 20 global universities to mitigate the impact of artificial intelligence tools on students' intellectual integrity and learning.The results showed three themes both in the systematic review of the literature and the content analysis of the policies of the top 20 global universities: enforcement of academic integrity, education of faculty and students on ways to avoid academic misconduct, and encouragement of using Gen AI tools in the academe and the workplace, for productivity.This paper proposes a 3E Model for higher education institutions to start a discussion on creating a roadmap to ensure academic integrity, explore ways to improve classroom assessment practices, and encourage exploration of evolving Gen AI tools.In addition, the categories found in this study may be used by universities in updating their research agenda on Generative AI.",Generative grammar;Psychology;Political science;Computer science;Artificial intelligence,Emerging Research and Policy Themes on Academic Integrity in the Age of Chat GPT and Generative AI,2023
https://doi.org/10.1109/icca59364.2023.10401723,"With the advent of sophisticated artificial intelligence (AI) technologies, the proliferation of deepfakes and the spread of m/disinformation have emerged as formidable threats to the integrity of information ecosystems worldwide. This paper provides an overview of the current literature. Within the frontier AI's crucial application in developing defense mechanisms for detecting deepfakes, we highlight the mechanisms through which generative AI based on large models (LM-based GenAI) craft seemingly convincing yet fabricated contents. We explore the multifaceted implications of LM-based GenAI on society, politics, and individual privacy violations, underscoring the urgent need for robust defense strategies. To address these challenges, in this study, we introduce an integrated framework that combines advanced detection algorithms, cross-platform collaboration, and policy-driven initiatives to mitigate the risks associated with AI-Generated Content (AIGC). By leveraging multi-modal analysis, digital watermarking, and machine learning-based authentication techniques, we propose a defense mechanism adaptable to AI capabilities of ever-evolving nature. Furthermore, the paper advocates for a global consensus on the ethical usage of GenAI and implementing cyber-wellness educational programs to enhance public awareness and resilience against m/disinformation. Our findings suggest that a proactive and collaborative approach involving technological innovation and regulatory oversight is essential for safeguarding netizens while interacting with cyberspace against the insidious effects of deepfakes and GenAI-enabled m/disinformation campaigns.",Disinformation;Misinformation;Hacker,"Deepfakes, Misinformation, and Disinformation in the Era of Frontier AI, Generative AI, and Large AI Models",2023
https://doi.org/10.1145/3613904.3642703,"Human participants play a central role in the development of modern artificial intelligence (AI) technology, in psychological science, and in user research. Recent advances in generative AI have attracted growing interest to the possibility of replacing human participants in these domains with AI surrogates. We survey several such ""substitution proposals"" to better understand the arguments for and against substituting human participants with modern generative AI. Our scoping review indicates that the recent wave of these proposals is motivated by goals such as reducing the costs of research and development work and increasing the diversity of collected data. However, these proposals ignore and ultimately conflict with foundational values of work with human participants: representation, inclusion, and understanding. This paper critically examines the principles and goals underlying human participation to help chart out paths for future work that truly centers and empowers participants.",Representation,The Illusion of Artificial Inclusion,2024
https://doi.org/10.1145/3580305.3599801,"The problem of cellular traffic generation in cities without historical traffic data is critical and urgently needs to be solved to assist 5G base station deployments in mobile networks. In this paper, we propose ADAPTIVE, a deep transfer learning framework for city-scale cellular traffic generation through the urban knowledge graph. ADAPTIVE leverages historical data from other cities that have deployed 5G networks to assist cities that are newly deploying 5G networks through deep transfer learning. Specifically, ADAPTIVE can align the representations of base stations in the target city and source city while considering the environmental factors of cities, spatial and environmental contextual relations between base stations, and traffic temporal patterns at base stations. We next design a feature-enhanced generative adversarial network, which is trained based on the historical traffic data and representations of base stations in the source city. By feeding the aligned target city's base station representations into the trained model, we can then obtain the generated traffic data for the target city. Extensive experiments on real-world cellular traffic datasets show that ADAPTIVE generally outperforms state-of-the-art baselines by more than 40% in terms of Jensen-Shannon divergence and root-mean-square error. Also, ADAPTIVE has strong robustness based on the results of various cross-city experiments. ADAPTIVE has been successfully deployed on the 'Jiutian' Artificial Intelligence Platform of China Mobile to support cellular traffic generation and assist in the construction and operation of mobile networks.",Robustness;Cellular traffic;Airfield traffic pattern;Transfer of learning,Deep Transfer Learning for City-scale Cellular Traffic Generation through Urban Knowledge Graph,2023
https://doi.org/10.1109/mgrs.2024.3383473,"The remarkable achievements of ChatGPT and Generative Pre-trained Transformer 4 (GPT-4) have sparked a wave of interest and research in the field of large language models (LLMs) for artificial general intelligence (AGI). These models provide intelligent solutions that are closer to human thinking, enabling us to use general artificial intelligence (AI) to solve problems in various applications. However, in the field of remote sensing (RS), the scientific literature on the implementation of AGI remains relatively scant. Existing AI-related research in RS focuses primarily on visual-understanding tasks while neglecting the semantic understanding of the objects and their relationships. This is where vision-LMs (VLMs) excel as they enable reasoning about images and their associated textual descriptions, allowing for a deeper understanding of the underlying semantics. VLMs can go beyond visual recognition of RS images and can model semantic relationships as well as generate natural language descriptions of the image. This makes them better suited for tasks that require both visual and textual understanding, such as image captioning and visual question answering (VQA). This article provides a comprehensive review of the research on VLMs in RS, summarizing the latest progress, highlighting current challenges, and identifying potential research opportunities. Specifically, we review the application of VLMs in mainstream RS tasks, including image captioning, text-based image generation, text-based image retrieval (TBIR), VQA, scene classification, semantic segmentation, and object detection. For each task, we analyze representative works and discuss research progress. Finally, we summarize the limitations of existing works and provide possible directions for future development. This review aims to provide a comprehensive overview of the current research progress of VLMs in RS (see Figure 1), and to inspire further research in this exciting and promising field.",Remote sensing;Computer science;Current (fluid);Geography;Engineering;Electrical engineering,Vision-Language Models in Remote Sensing: Current progress and future trends,2024
https://doi.org/10.1016/j.jag.2024.103734,"This paper brings a comprehensive systematic review of the application of geospatial artificial intelligence (GeoAI) in quantitative human geography studies, including the subdomains of cultural, economic, political, historical, urban, population, social, health, rural, regional, tourism, behavioural, environmental and transport geography. In this extensive review, we obtain 14,537 papers from the Web of Science in the relevant fields and select 1516 papers that we identify as human geography studies using GeoAI via human scanning conducted by several research groups around the world. We outline the GeoAI applications in human geography by systematically summarising the number of publications over the years, empirical studies across countries, the categories of data sources used in GeoAI applications, and their modelling tasks across different subdomains. We find out that existing human geography studies have limited capacity to monitor complex human behaviour and examine the non-linear relationship between human behaviour and its potential drivers—such limits can be overcome by GeoAI models with the capacity to handle complexity. We elaborate on the current progress and status of GeoAI applications within each subdomain of human geography, point out the issues and challenges, as well as propose the directions and research opportunities for using GeoAI in future human geography studies in the context of sustainable and open science, generative AI, and quantum revolution.",Geoinformatics;Geomatics,Mapping the landscape and roadmap of geospatial artificial intelligence (GeoAI) in quantitative human geography: An extensive systematic review,2024
https://doi.org/10.1016/j.eng.2023.07.006,"The release of the generative pre-trained transformer (GPT) series has brought artificial general intelligence (AGI) to the forefront of the artificial intelligence (AI) field once again. However, the questions of how to define and evaluate AGI remain unclear. This perspective article proposes that the evaluation of AGI should be rooted in dynamic embodied physical and social interactions (DEPSI). More specifically, we propose five critical characteristics to be considered as AGI benchmarks and suggest the Tong test as an AGI evaluation system. The Tong test describes a value- and ability-oriented testing system that delineates five levels of AGI milestones through a virtual environment with DEPSI, allowing for infinite task generation. We contrast the Tong test with classical AI testing systems in terms of various aspects and propose a systematic evaluation system to promote standardized, quantitative, and objective benchmarks and evaluation of AGI.",Dynamic Assessment,The Tong Test: Evaluating Artificial General Intelligence Through Dynamic Embodied Physical and Social Interactions,2023
https://doi.org/10.1016/j.socimp.2024.100040,"Artificial intelligence (AI) is quickly changing the way we work and the way we live. The emergence of ChatGPT has thrust AI, especially Generative AI, into the spotlight. The societal impact of AI is on most people's minds. This article presents several research projects on how AI impacts work and society. Three research works are discussed in this article. The first study develops a theoretical framework structuring the legal and ethical objectives that are needed and the means to achieve them. The second study concentrates on bias and discrimination issues embedded in AI applications. It focuses on enhancing the collaboration between AI users and AI systems to alleviate bias and discrimination issues. The third study focuses on the governance of AI, and the study will design and develop an integrated AI governance framework to help guide the design and development of AI applications and facilitate the evolutions and revolutions of ethical AI systems.",Structuring,"Societal impacts of artificial intelligence: Ethical, legal, and governance issues",2024
https://doi.org/10.1613/jair.1.13550,"The domain of Artificial Intelligence (AI) ethics is not new, with discussions going back at least 40 years. Teaching the principles and requirements of ethical AI to students is considered an essential part of this domain, with an increasing number of technical AI courses taught at several higher-education institutions around the globe including content related to ethics. By using Latent Dirichlet Allocation (LDA), a generative probabilistic topic model, this study uncovers topics in teaching ethics in AI courses and their trends related to where the courses are taught, by whom, and at what level of cognitive complexity and specificity according to Bloom’s taxonomy. In this exploratory study based on unsupervised machine learning, we analyzed a total of 166 courses: 116 from North American universities, 11 from Asia, 36 from Europe, and 10 from other regions. Based on this analysis, we were able to synthesize a model of teaching approaches, which we call BAG (Build, Assess, and Govern), that combines specific cognitive levels, course content topics, and disciplines affiliated with the department(s) in charge of the course. We critically assess the implications of this teaching paradigm and provide suggestions about how to move away from these practices. We challenge teaching practitioners and program coordinators to reflect on their usual procedures so that they may expand their methodology beyond the confines of stereotypical thought and traditional biases regarding what disciplines should teach and how.&#x0D; This article appears in the AI &amp; Society track.",Curriculum;Computer science;Latent Dirichlet allocation;Topic model;Artificial intelligence;Domain (mathematical analysis);Cognition;Taxonomy (biology);Mathematics education;Psychology;Pedagogy;Mathematics;Mathematical analysis;Botany;Neuroscience;Biology,Get out of the BAG! Silos in AI Ethics Education: Unsupervised Topic Modeling Analysis of Global AI Curricula,2022
https://doi.org/10.1016/j.bushor.2024.04.014,"This article focuses on how recent advances in artificial intelligence (AI), particularly chatbots based on large language models (LLMs), such as ChatGPT, can be used for innovation purposes. The article begins with a brief overview of the development and characteristics of generative AI (GenAI). Elaborating on the implications of GenAI, we provide examples to demonstrate four mechanisms of LLMs: translation, summarization, classification, and amplification. These mechanisms inform a framework that highlights how LLMs enable the creation of innovative solutions for organizations through capacities in two dimensions: context awareness and content awareness. The strength of LLMs lies in the combination of capacities in both these dimensions, which enables them to comprehend and amplify content. Four managerial suggestions are presented, ranging from starting out with small-scale projects and data exploration, to scaling through integration efforts and educating prompt engineers. By presenting the framework, recommendations, and examples of use cases in various contexts, the article contributes to the emerging literature on GenAI and innovation.",Automatic summarization;Generative grammar;Context (archaeology);Scale (ratio);Knowledge management;Computer science;Artificial intelligence;Paleontology;Physics;Quantum mechanics;Biology,Innovating by prompting: How to facilitate innovation in the age of generative AI,2024
https://doi.org/10.25259/ijms_31_2023,"Chat Generative Pre-Trained Transformer (ChatGPT) has revolutionized how we perceive artificial intelligence (AI).: Judge Juan Manuel Padilla Garcia created history by mentioning its use while passing judgment about an autistic child and payment for his medical treatment by his insurance company. The use of AI is not new and is helping the judiciary system in many ways. However, this judgment given on January 30, 2023, has ignited controversy among Judge Garcia’s peers and the global community (a Google search produced more than 70 million hits on February 5, 2023). EU has established guidelines that are to be followed before calling any AI tool trustworthy. This requires stringent compliance with the verification and due diligence process. In this instance, ChatGPT was used within 2 months of its launch, even when it has been shown to give incomplete, incorrect, and misleading answers in many instances. Hasty adaption of unproven technology, however good it may be, should not be our path. This might fuel the misguided fear amongst people about robots taking over from human judges.",Due diligence;Garcia;Diligence,"Judge Juan Manuel Padilla Garcia, ChatGPT, and a controversial medicolegal milestone",2023
https://doi.org/10.1177/00472875241247316,"Recent advancement in Generative Conversational Artificial Intelligence (AI) has opened the possibility of promoting chatbots for nudging. Tourists returning home from destinations that enforce sustainable transport regulations might be nudged to continue traveling sustainably. Through exploratory qualitative research, this study conceptualizes a chatbot to facilitate pro-environmental behavior spillover among domestic tourists in the Gili Islands, Indonesia. The Service Design approach and Grounded Theory were applied throughout the data collection process involving semi-structured in-depth interviews, focus group discussions and field observations. Insights obtained from stakeholders from multidisciplinary backgrounds were used to provide an overview of how the chatbot can be developed and the potential impact it could bring. A theoretical model predicting factors that play important roles in adopting the proposed chatbot and its respective nudges was developed. It informs policymakers and practitioners about the potential use of AI to help transform tourist experiences and shape lasting responsible behaviors.",Chatbot;Exploratory research;Nudge theory,Exploring the Potential of Chatbots in Extending Tourists’ Sustainable Travel Practices,2024
https://doi.org/10.12681/jpentai.35166,"In the last few months there has been widespread discussion about the remarkable progress made in the field of artificial intelligence, specifically large language models such as ""ChatGPT"". The ethical implications of AI, particularly concerning data protection, have sparked discussions on the necessity of robust regulations. This article examines the intersection of data protection, ChatGPT, and the ethics of AI, it explores Germany's ongoing efforts to strike a balance between harnessing the potential of large language models as ChatGPT and ensuring responsible and transparent use of AI technology in the policy-making realm. The GDPR serves as a guiding framework, necessitating careful consideration of privacy rights and secure handling of personal data when deploying ChatGPT in Germany's policy-making processes. The study draws on analysis on the current laws and regulations of data protection in Germany while studying Germany's commitment to safeguarding personal information through the active presence of The German Federal Commissioner for Data Protection and Freedom of Information. The first section provides a context and presents the policy problem. The second section looks at the available policy options on the role of policymaking in establishing comprehensive regulations regarding the use of ChatGPT and generative AI. The third section provides recommendations on how Germany can ensure the responsible management of ChatGPT, through strengthening data protection laws and regulations, simultaneously, restricting ChatGPT usage to private users and government, also, embracing appropriate usage of generative AI while developing ethical guidelines and best practices to harness its benefits, fostering innovation and advancement.",Safeguarding,Balancing ChatGPT and Data Protection in Germany: Challenges and Opportunities for Policy Makers,2023
https://doi.org/10.2139/ssrn.4371681,"Having its first commercial breakthrough with ChatGPT, in 2023 artificial intelligence (AI) has rung in the fourth industrial revolution. This article outlines the technicalities and economics underlying generative AI, and what they mean for competition in digital markets and for antitrust and regulatory lawyers working in this field. It concludes that due to the high barriers to entry at the (i) computing, (ii) data creation, and (iii) foundation modelling layers, the rise of AI is likely to make incumbent tech conglomerates even more powerful and less contestable, which will have to be considered in any future economic regulation of AI.",Competition (biology);Business;Law and economics;Political science;Economics;Biology;Ecology,"ChatGPT, Bard &amp;amp; Co.: An Introduction to AI for Competition and Regulatory Lawyers",2023
https://doi.org/10.54648/gplr2024007,"The People’s Republic of China (PRC) has moved ahead of other jurisdictions in regulating Artificial Intelligence (AI) by enacting a set of regulations aimed at addressing risks associated with AI.

 This article reviews three key AI specific regulations enacted in the PRC in 2022 and 2023. Together these regulations set out comprehensive obligations on the use of generative AI and algorithmic recommendation services in the PRC.

 The obligations include general requirements such as to comply with the law and principles of fairness as well as to protect against incorrect political direction and violation of social morality.

 There are also more specific obligations to achieve those objectives. These include, ensuring the regulator has visibility of certain algorithms by requiring the filing of information about the relevant algorithms. Further there are specific obligations on service providers such as to label training data appropriately, take measures to screen illegal or harmful content, verify the identities of users for some services, protect against fake news and label artificial intelligence generated content as synthetic. 

The regulations also provide a suite of rights for users, including the right not to be targeted on the basis of their personal characteristics by services using AI algorithms. 

The obligations under these regulations are significant and it will be interesting to see how the PRC’s regulatory approach impacts the AI industry in the PRC in contrast to other jurisdictions where regulators are still looking at how to regulate AI or taking a different approach.",China;Business;Political science;Law,Report: China’s New AI Regulations,2024
https://doi.org/10.1145/3670691,"In response to diverse perspectives on artificial general intelligence (AGI), ranging from potential safety and ethical concerns to more extreme views about the threats it poses to humanity, this research presents a generic method to gauge the reasoning capabilities of artificial intelligence (AI) models as a foundational step in evaluating safety measures. Recognizing that AI reasoning measures cannot be wholly automated, due to factors such as cultural complexity, we conducted an extensive examination of five commercial generative pre-trained transformers (GPTs), focusing on their comprehension and interpretation of culturally intricate contexts. Utilizing our novel “Reasoning and Value Alignment Test,” we assessed the GPT models’ ability to reason in complex situations and grasp local cultural subtleties. Our findings have indicated that, although the models have exhibited high levels of human-like reasoning, significant limitations remained, especially concerning the interpretation of cultural contexts. This article also explored potential applications and use-cases of our Test, underlining its significance in AI training, ethics compliance, sensitivity auditing, and AI-driven cultural consultation. We concluded by emphasizing its broader implications in the AGI domain, highlighting the necessity for interdisciplinary approaches, wider accessibility to various GPT models, and a profound understanding of the interplay between GPT reasoning and cultural sensitivity.",Visual reasoning;Value (mathematics);Qualitative reasoning,A Reasoning and Value Alignment Test to Assess Advanced GPT Reasoning,2024
https://doi.org/10.7821/naer.2023.1.1231,"Abstract In the context of Artificial Intelligence, Generative Adversarial Nets (GANs) allow the creation and reproduction of artificial data from real datasets. The aims of this work are to seek to verify the equivalence of synthetic data with real data and to verify the possibilities of GAN in educational research. The research methodology begins with the creation of a survey that collects data related to the self-perceptions of university teachers regarding their digital competence and technological-pedagogical knowledge of the content (TPACK model). Once the original dataset is generated, twenty-nine different synthetic samples are created (with an increasing N) using the COPULA-GAN procedure. Finally, a two-stage cluster analysis is applied to verify the interchangeability of the synthetic samples with the original, in addition to extracting descriptive data of the distribution characteristics, thereby checking the similarity of the qualitative results. In the results, qualitatively very similar cluster structures have been obtained in the 150 tests carried out, with a clear tendency to identify three types of teaching profiles, based on their level of technical-pedagogical knowledge of the content. It is concluded that the use of synthetic samples is an interesting way of improving data quality, both for security and anonymization and for increasing sample sizes.",Computer science;Generative grammar;Competence (human resources);Artificial intelligence;Data science;Psychology;Social psychology,Use of Generative Adversarial Networks (GANs) in Educational Technology Research,2023
https://doi.org/10.1002/joe.22238,"In light of the rise of generative AI and recent debates about the socio-political implications of large-language models, chatbots, and the like, this paper analyzes the E.U.’s Artificial Intelligence Act (AIA), the world's first comprehensive attempt by a government body to address and mitigate the potentially negative impacts of AI technologies. The paper critically analyzes the AIA from a business and computer ethics point of view—a perspective currently lacking in the academic (e.g., GBOE-related) literature. It evaluates, in particular, the AIA's strengths and weaknesses and proposes reform measures that could help to strengthen the AIA. Among the AIA's strengths are its legally binding character, extra-territoriality, ability to address data quality and discrimination risks, and institutional innovations such as the AI Board and publicly accessible logs and database for AI systems. Among its main weaknesses are its lack of effective enforcement, oversight, and control, absence of procedural rights and remedy mechanisms, inadequate worker protection, institutional ambiguities, insufficient funding and staffing, and inadequate consideration of sustainability issues. Reform suggestions include establishing independent conformity assessment procedures, strengthening democratic accountability and judicial oversight, introducing redress and complaint mechanisms, ensuring the participation and inclusion of workers, guaranteeing political independence of the AI Board, providing enhanced funding and staffing of market surveillance authorities, and mandating “green AI.”",Staffing;Redress;Strengths and weaknesses,Mitigating the adverse effects of AI with the European Union's artificial intelligence act: Hype or hope?,2023
https://doi.org/10.15282/ijleal.v14i1.10432,"The integration of artificial intelligence (AI) in schools presents significant challenges and risks requiring responsible and ethical management. Despite warnings from tech leaders, major corporations push AI adoption in schools, leading to privacy violations, biased algorithms and curricular misinformation. Generative AI, though enhancing resources, risks disseminating false information. Biased AI models perpetuate inequalities, especially for marginalized groups. The financial burdens of AI implementation worsen budget constraints, and AI-driven surveillance raises privacy concerns. Governance must prioritize ethics and student rights, establishing transparent frameworks to prevent commercial interests from overshadowing educational goals. This editorial suggests halting AI adoption until comprehensive legislation safeguards against risks. Stakeholders should prioritize responsible AI development, stressing transparency and accountability. Collaboration between AI developers and educators is essential to ensuring AI serves students and society responsibly.",Do no harm,Does Artificial Intelligence Cause More Harm than Good in Schools?,2024
https://doi.org/10.1097/coc.0000000000001050,"Abstract
Objectives: 
Artificial intelligence (AI) chatbots are a new, publicly available tool for patients to access health care–related information with unknown reliability related to cancer-related questions. This study assesses the quality of responses to common questions for patients with cancer.

Methods: 
From February to March 2023, we queried chat generative pretrained transformer (ChatGPT) from OpenAI and Bing AI from Microsoft questions from the American Cancer Society’s recommended “Questions to Ask About Your Cancer” customized for all stages of breast, colon, lung, and prostate cancer. Questions were, in addition, grouped by type (prognosis, treatment, or miscellaneous). The quality of AI chatbot responses was assessed by an expert panel using the validated DISCERN criteria.

Results: 
Of the 117 questions presented to ChatGPT and Bing, the average score for all questions were 3.9 and 3.2, respectively (P < 0.001) and the overall DISCERN scores were 4.1 and 4.4, respectively. By disease site, the average score for ChatGPT and Bing, respectively, were 3.9 and 3.6 for prostate cancer (P = 0.02), 3.7 and 3.3 for lung cancer (P < 0.001), 4.1 and 2.9 for breast cancer (P < 0.001), and 3.8 and 3.0 for colorectal cancer (P < 0.001). By type of question, the average score for ChatGPT and Bing, respectively, were 3.6 and 3.4 for prognostic questions (P = 0.12), 3.9 and 3.1 for treatment questions (P < 0.001), and 4.2 and 3.3 for miscellaneous questions (P = 0.001). For 3 responses (3%) by ChatGPT and 18 responses (15%) by Bing, at least one panelist rated them as having serious or extensive shortcomings.

Conclusions: 
AI chatbots provide multiple opportunities for innovating health care. This analysis suggests a critical need, particularly around cancer prognostication, for continual refinement to limit misleading counseling, confusion, and emotional distress to patients and families.",Medicine;Colorectal cancer;Breast cancer;Lung cancer;Cancer;Prostate cancer;Internal medicine;Family medicine;Oncology,Physician Assessment of ChatGPT and Bing Answers to American Cancer Society’s Questions to Ask About Your Cancer,2023
https://doi.org/10.1145/3657054.3657125,"The landscape of artificial intelligence (AI) has experienced a monumental shift with the emerging of Generative AI (GenAI), which has demonstrated to be a transformative tool across diverse sectors. GenAI outputs can span various digital formats, including text, images, videos, and audio, generating particular interest in the public sector. The growing interest of governments in integrating GenAI technologies in public sector operations is marked by the creation of emerging governance instruments and the formulation of soft laws, like standards, principles, and guidelines. This study aims to delve into the intricacies and potential risks associated with the deployment of GenAI within government. Through a qualitative content analysis, the research meticulously examines GenAI usage guidelines issued by Australia, Canada, New Zealand, the United Kingdom, and South Korea. The objective is to discern the risks acknowledged by these countries' soft laws and compare them with the risks identified by scholars in the field. The performed comparative analysis across countries suggest that the use of GenAI in the public sector raises common risks such as information leakage, data privacy, security, and concerns over public trust. By elucidating the varied risk perceptions across different national contexts, this study provides theoretical and practical implications related to the risks of GenAI within the public sector. Moreover, it sets a foundation for future research and policy development, ensuring that generative AI is used as a force for good in public governance.",Transformative Learning,Comparative Analysis of Generative AI Risks in the Public Sector,2024
